nama_media,website
kaltimtoday.co,www.kaltimtoday.co
Swakarya.com,https://swakarya.com/
nawacita.co,nawacita.co
Independennews.com,www.independennews.com
infokepri.com,www.infokepri.com
teritorial24.com,teritorial24.com
Kepripos.id,kepripos.id
beritanusa.com,www.beritanusa.com
eksisnews.com,https://eksisnews.com
suaraborneo.com,www.suaraborneo.com
satujuang.com,satujuang.com
kepripedia.com,kepripedia.com
kaltimkece.id,kaltimkece.id
liputankini.com,liputankini.com
pakuanraya.com,www.pakuanraya.com
seblang.com,www.seblang.com
tangselpos.id,tangselpos.id
acehvideo.tv,acehvideo.tv
mistar.id,www.mistar.id
cnnindonesia.com,www.cnnindonesia.com
upeks.co.id,upeks.co.id
Bukamatanews.id,https://bukamatanews.id/
metro7.co.id,www.metro7.co.id
sulutreview.com,sulutreview.com
Mediakaltim.com,mediakaltim.com
suarajatimpost.com,suarajatimpost.com
republiknews.co.id,republiknews.co.id
prosesnews.id,https://prosesnews.id
sulselsatu.com,https://www.sulselsatu.com
analisaaceh.com,www.analisaaceh.com
BaritaItah.co.id,baritaitah.co.id
satukanal.com,satukanal.com
jalurinfo.com,www.jalurinfo.com
Kalselpos.com,www.kalselpos.com
seru.co.id,https://seru.co.id
mediasinergi.co,mediasinergi.co
masakini.co,https://masakini.co
Borneotrend.com,www.borneotrend.com
komunikasulut.com,www.komunikasulut.com
jejakrekam.com,www.jejakrekam.com
acehportal.com,www.acehportal.com
Riliskalimantan.com,www.riliskalimantan.com
Lenteratoday.com,lenteratoday.com
kanalkalimantan.com,www.kanalkalimantan.com
benuanta.co.id,https://benuanta.co.id
theacehpost.com,https://theacehpost.com/
grapena.com,grapena.com
fajarharapan.id,www.fajarharapan.id
teras7.com,teras7.com
suarasulut.com,http://suarasulut.com
SultengTerkini.ID,http://sultengterkini.com
media.alkhairaat.id,media.alkhairaat.id
wartakotalive.com,wartakotalive.com
JatimTimes.com,www.jatimtimes.com
Pedoman.Media,https://pedoman.media/
pijarnews.com,https://www.pijarnews.com
Mitanews.co.id,mitanews.co.id
surabaya.tribunnews.com,surya.co.id / surabaya.tribunnews.com
Nomorsatukaltim.com,https://nomorsatukaltim.com/
bidiksumsel.com,bidiksumsel.com
okemedan.com,www.okemedan.com
Parepos.co.id,Parepos.co.id
tugujatim.id,tugujatim.id
tugumalang.id,www.tugumalang.id
infobanknews.com,infobanknews.com
Palembang.tribunnews.com,www.palembang.tribunnews.com
Portalmedia.id,www.portalmedia.id
Solopos.com,https://www.solopos.com/
koranperbatasan.com,https://koranperbatasan.com/
metroindonesia.co.id,metroindonesia.co.id
mandalapos.co.id,mandalapos.co.id
harianmetropolitan.co.id,harianmetropolitan.co.id
ranaipos.com,ranaipos.com
kabarterkini.co.id,kabarterkini.co.id
natindonews.com,natindonews.com
bursakota.co.id,bursakota.co.id
sumsel24.com,www.sumsel24.com
wahanaindonews.com,www.wahanaindonews.com
KabarSelebes.id,http://kabarselebes.id
kliksumatera.com,kliksumatera.com
radarbanyuwangi.jawapos.com,https://radarbanyuwangi.jawapos.com atau radarbanyuwangi.id
GoKepri.com,https://gokepri.com/
tabikpun.com,www.tabikpun.com
wowbabel.com,https://www.wowbabel.com
Cakrawala.co,https://cakrawala.co/
Warta9.com,https://warta9.com
Okeyboz.com,okeyboz.com
cnbcindonesia.com,cnbcindonesia.com
Sorot.co,www.sorot.co
jurnalisbengkulu.com,www.jurnalisbengkulu.com
onlinekoe.com,www.onlinekoe.com
buanapagi.com,www.buanapagi.com
digtara.com,digtara.com
viralsumsel.com,http://www.viralsumsel.com/
Wideazone.com,https://wideazone.com/
mediaadvokasi.com,https://www.mediaadvokasi.com/
metrobali.com,metrobali.com
koransn.com,www.koransn.com
Sumselindependen.com,www.sumselindependen.com
Pewarta.co,https://pewarta.co
Telisik.id,https://telisik.id/
indomerdeka.com,https://indomerdeka.com/
tribunkaltim.co,TribunKaltim.co
Poskita.id,https://www.poskita.id/
Transformasinews.com,http://www.transformasinews.com/
infosumsel.id,https://www.infosumsel.id/
suarasumsel.net,www.suarasumsel.net
koranrakyat.co.id,koranrakyat.co.id
extranews.id,www.http.//extranews.id
SuaraKarya.id,https://www.suarakarya.id/
lombokpost.jawapos.com,https://lombokpost.jawapos.com
Dulohupa.id,http://dulohupa.id/
pojokbatam.id,www.pojokbatam.id
acikepri.com,www.acikepri.com
sentralnews.com,www.sentralnews.com
owntalk.co.id,https://owntalk.co.id/
kepriglobal.com,www.kepriglobal.com
acehbisnis.com,https://www.acehbisnis.com/
anteroaceh.com,http://anteroaceh.com/
metropolis.id,http://metropolis.id/
Suarabatam.com,suarabatam.com
beritamerdeka.net,WWW.BERITAMERDEKA.NET
infosatu.co,https//www.infosatu.co
Insitekaltim.com,https//insitekaltim.com
radarmadiun.co.id,radarmadiun.co.id
silabuskepri.co.id,www.silabuskepri.co.id
global-news.co.id,www.global-news.co.id
rakyatsulsel.co,www.rakyatsulsel.co
fajar.co.id,https://fajar.co.id/
Bizlaw.Id,bizlaw.id
Dailypost.id,http://Dailypost.id
newsnesia.id,https://newsnesia.id
readtimes.id,https://readtimes.id
emitennews.com,www.emitennews.com
SatukanIndonesia.com,www.satukanindonesia.com
batam.tribunnews.com,www.batam.tribunnews.com
hmstimes.com,www.hmstimes.com
Intipnews.com,Intipnews.com
lensakalteng.com,lensakalteng.com
kaltengtoday.com,https://kaltengtoday.com/
gerakkalteng.com,gerakkalteng.com
Sultrademo.co,https://sultrademo.co
Medanmerdeka.com,medanmerdeka.com
Suaraindo.id,www.suaraindo.id
mbsnews.id,mbsnews.id
beritakalteng.com,www.beritakalteng.com
pusaranmedia.com,www.pusaranmedia14@gmail.com
Balinetizen.com,www.balinetizen.com
korankaltim.com,www.korankaltim.com
metrorakyat.com,https://metrorakyat.com/
GrafikaNews.com,https://grafikanews.com/
radarmadura.jawapos.com,https://radarmadura.jawapos.com/
mediaselektif.com,mediaselektif.com
majalahintrust.com,majalahintrust.com
koranmedan.online,www.koranmedan.online
membaranews.com,https://membaranews.com
BatamNow.com,www.batamnow.com
radartulungagung.jawapos.com,radartulungagung.jawapos.com
Lensaindonesia.com,www.lensaindonesia.com
radarbromo.co.id,radarbromo.co.id
saibumi.com,https://www.saibumi.com
askara.co,www.askara.co
majalahmataborneonews.com,www.majalahmataborneonews.com
Voi.id,www.voi.id
Sumselterkini.co.id,www.sumselterkini.co.id
